<<<<<<< HEAD
,file_name,id,n_vertices,n_triangles,n_quads,bounding_box,barycenter,classification,volume,surface_area
212,data/benchmark/db/16/m1637/m1637.off,1637,3006,2000.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.40484753 0.39923155 0.49307302],hat,0.009813491657139201,2.7641392319749203
213,data/benchmark/db/16/m1673/m1673.off,1673,240,86.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.23439424 0.7254964  0.05550272],sign,0.0019912931590122685,0.1923343085754151
214,data/benchmark/db/16/m1659/m1659.off,1659,17412,10712.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.44032612 0.08841865 0.49442893],city,0.017045341965748494,3.954361799502171
215,data/benchmark/db/16/m1616/m1616.off,1616,25446,16820.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.46838635 0.11675794 0.18281482],handheld,0.013464167445583155,1.3084668483101212
216,data/benchmark/db/16/m1635/m1635.off,1635,15276,10190.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.43455726 0.55224967 0.49470428],hat,0.06265157436476676,2.84768801125724
217,data/benchmark/db/16/m1674/m1674.off,1674,150,78.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.2867917  0.7599879  0.05386258],sign,0.006158921143229135,0.5730569821294617
218,data/benchmark/db/16/m1663/m1663.off,1663,4914,1767.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.5925854  0.06749099 0.47742206],city,0.0018797660585138324,1.3932997712095525
219,data/benchmark/db/17/m1795/m1795.off,1795,2073,1348.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.5042935  0.24004115 0.38756356],swingset,0.006135447084374763,0.5594667800814569
220,data/benchmark/db/17/m1757/m1757.off,1757,1692,1118.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.49999988 0.60608697 0.34168965],snowman,0.10868684042652837,2.057672411009309
221,data/benchmark/db/17/m1702/m1702.off,1702,264,100.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.5        0.38454744 0.32856297],chest,0.282029707646643,2.755921790886378
222,data/benchmark/db/17/m1745/m1745.off,1745,1026,684.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.49490696 0.48851338 0.18126981],shoe,0.1169898147556935,1.51331737343265
223,data/benchmark/db/17/m1729/m1729.off,1729,1008,564.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.3599213 0.4778461 0.0726068],door,0.004898220871744578,2.265758591275502
224,data/benchmark/db/17/m1746/m1746.off,1746,1506,1000.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.22781609 0.4772884  0.4838052 ],shoe,0.09628775584283394,1.3045416613434182
225,data/benchmark/db/17/m1760/m1760.off,1760,36918,24600.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.5431572  0.16383657 0.4793397 ],handheld,0.04083399130501309,0.9141765334285724
226,data/benchmark/db/17/m1732/m1732.off,1732,900,575.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.26359448 0.41099817 0.06590462],door,0.01869527042299597,3.133567463113318
227,data/benchmark/db/17/m1742/m1742.off,1742,38088,21501.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.4999971  0.15671505 0.30837584],shoe,0.051154539172620236,3.2447200235388625
228,data/benchmark/db/17/m1782/m1782.off,1782,14673,9617.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.50211054 0.08803911 0.20009354],bridge,0.0055401763865575,0.6231550091605413
229,data/benchmark/db/17/m1766/m1766.off,1766,87,43.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.41916916 0.521432   0.3329826 ],display_device,0.02577445736642786,2.4518001190596954
230,data/benchmark/db/17/m1747/m1747.off,1747,780,698.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.22703654 0.18675591 0.47788495],shoe,0.050674436235019084,0.9963915519563691
231,data/benchmark/db/17/m1726/m1726.off,1726,384,183.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.48822936 0.40428433 0.10820645],door,0.028851298921558976,1.797978397084925
232,data/benchmark/db/17/m1740/m1740.off,1740,5289,3265.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.21122481 0.13964029 0.580447  ],shoe,0.0746244071577762,1.8963643285377216
233,data/benchmark/db/17/m1788/m1788.off,1788,1482,916.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.13235734 0.0499657  0.51233494],bridge,0.000748670351533643,0.27584245798336604
234,data/benchmark/db/17/m1703/m1703.off,1703,468,276.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.38978288 0.42225182 0.50184846],chest,0.04606696948882988,5.401026842540453
235,data/benchmark/db/17/m1704/m1704.off,1704,11652,7638.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.4495649  0.34441555 0.36790115],chest,0.13765590896677155,7.978858379418998
236,data/benchmark/db/17/m1783/m1783.off,1783,2808,1234.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.49027595 0.26167685 0.09712607],bridge,0.0009121330933220303,0.767069736212554
237,data/benchmark/db/17/m1724/m1724.off,1724,372,252.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.311718   0.6294754  0.07015926],door,0.016025708564749417,1.7483483458752953
238,data/benchmark/db/17/m1764/m1764.off,1764,2004,1092.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.5127349  0.17336564 0.5320575 ],display_device,0.16741202230355012,4.0275210849905365
239,data/benchmark/db/17/m1779/m1779.off,1779,7344,4704.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.18361507 0.19337885 0.49290472],bridge,0.009796669657117459,1.3509626956305116
240,data/benchmark/db/17/m1700/m1700.off,1700,5220,3318.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.6215938  0.41997316 0.35380745],chest,0.08063868849520933,5.016650310016332
241,data/benchmark/db/17/m1728/m1728.off,1728,6054,3790.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.4992309  0.5401842  0.08566388],door,0.03062785981302911,1.988485774330107
242,data/benchmark/db/17/m1765/m1765.off,1765,84,30.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.3282614  0.18616538 0.47043246],display_device,0.08861975745311897,2.1630734377500946
243,data/benchmark/db/17/m1730/m1730.off,1730,1008,564.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.3599213 0.4778461 0.0726068],door,0.004898220871744578,2.265758591275502
244,data/benchmark/db/17/m1743/m1743.off,1743,861,523.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.2510689  0.149817   0.48259404],shoe,0.06740475777810166,1.3187501271492235
245,data/benchmark/db/17/m1723/m1723.off,1723,384,252.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.43394426 0.63282293 0.07003474],door,0.01823947081318005,1.9165985139654793
246,data/benchmark/db/17/m1759/m1759.off,1759,1272,840.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.4242137  0.5989762  0.35928637],snowman,0.07443392082198702,1.8002589400588582
247,data/benchmark/db/17/m1794/m1794.off,1794,882,544.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.3957668  0.33144823 0.50535685],swingset,0.002166390903036451,0.4567778307353555
248,data/benchmark/db/17/m1758/m1758.off,1758,2322,1520.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.29520535 0.62934226 0.28239164],snowman,0.10690934776599069,1.5177100001386794
249,data/benchmark/db/17/m1786/m1786.off,1786,33177,21830.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.5094534 0.0689787 0.0456644],bridge,0.00010495752503125184,0.14268903032348687
250,data/benchmark/db/17/m1796/m1796.off,1796,720,408.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.49978998 0.4488908  0.31639802],swingset,0.00139557824551686,0.32359714618652957
251,data/benchmark/db/17/m1754/m1754.off,1754,864,564.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.34013188 0.6037998  0.35492766],snowman,0.12072417982906578,1.9659056665643246
252,data/benchmark/db/17/m1756/m1756.off,1756,1191,758.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.25883436 0.64043164 0.30740157],snowman,0.06470359189987275,1.2839355807504704
253,data/benchmark/db/17/m1727/m1727.off,1727,11172,7332.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.48246133 0.4473598  0.0725581 ],door,0.01853083086125685,2.927727833324517
254,data/benchmark/db/17/m1731/m1731.off,1731,5922,4084.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.5061436  0.50553006 0.06590366],door,0.014830650130108243,2.34813185109916
255,data/benchmark/db/17/m1787/m1787.off,1787,86088,29792.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.5306697  0.06236155 0.04621696],bridge,8.156548153543117e-05,0.030966571105561926
256,data/benchmark/db/17/m1763/m1763.off,1763,1686,1060.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.14186414 0.5055231  0.11894806],handheld,0.0014511982809151656,0.3372605559547448
257,data/benchmark/db/17/m1744/m1744.off,1744,720,476.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.26604736 0.22785415 0.4203189 ],shoe,0.08931965626331513,1.2245274314801127
258,data/benchmark/db/17/m1767/m1767.off,1767,7773,5109.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.4900495  0.16747628 0.11261972],display_device,0.044867000123511955,2.63381535388159
259,data/benchmark/db/17/m1761/m1761.off,1761,1134,744.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.49012575 0.199948   0.22523516],handheld,0.00766038708151636,0.7966560179565835
260,data/benchmark/db/17/m1781/m1781.off,1781,47295,24713.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.20046932 0.1019565  0.46926805],bridge,0.008756718577444023,0.5825394490816821
261,data/benchmark/db/17/m1785/m1785.off,1785,7794,4556.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[ 1.4410130e+06  1.8538388e+02 -6.8960212e+05],bridge,20122153.343688518,980096.1168246723
262,data/benchmark/db/17/m1793/m1793.off,1793,618,372.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.5000002 0.546682  0.323314 ],swingset,0.0025804097930100306,0.42822039397467804
263,data/benchmark/db/17/m1701/m1701.off,1701,84,46.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.49999967 0.50732565 0.26898363],chest,0.3513320306876722,3.050206869715071
264,data/benchmark/db/17/m1725/m1725.off,1725,9696,6406.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.21613353 0.19088143 0.07879616],door,0.009223951558681479,1.443643585646467
265,data/benchmark/db/17/m1784/m1784.off,1784,8892,7017.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[ 1.4439395e+06  9.1191605e+01 -6.8070300e+05],bridge,2192972830.737361,322375.9031028955
266,data/benchmark/db/17/m1762/m1762.off,1762,3384,1707.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.15052281 0.5775817  0.1891489 ],handheld,0.02337912477393185,0.636380553189352
267,data/benchmark/db/17/m1755/m1755.off,1755,277749,185092.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.56328344 0.7969172  0.38965982],snowman,0.15044456370568204,2.7379820872856797
268,data/benchmark/db/17/m1780/m1780.off,1780,44931,23394.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.41821188 0.4988379  0.11092803],bridge,0.01030652506789751,0.5246272733686203
269,data/benchmark/db/17/m1741/m1741.off,1741,5526,3638.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.21563692 0.20957452 0.5052283 ],shoe,0.051604197914845065,1.110779164897401
270,data/benchmark/db/6/m688/m688.off,688,5931,3938.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.0686911  0.17065735 0.09495728],blade,0.0005488670627971862,0.12150206645073061
271,data/benchmark/db/6/m684/m684.off,684,83757,55745.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.61917436 0.43782163 0.08872748],gun,0.0018111636311420637,0.48231596131513593
272,data/benchmark/db/6/m674/m674.off,674,23166,15199.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.04852022 0.17044905 0.62310076],gun,0.0029955754828879582,0.26957901191309325
273,data/benchmark/db/6/m638/m638.off,638,11652,7584.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.16502675 0.6626692  0.09046052],musical_instrument,0.0023077897272051956,0.6701927655982546
274,data/benchmark/db/6/m671/m671.off,671,3570,2302.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.05021216 0.14516747 0.5176032 ],gun,0.0015883682612687325,0.2290368679055573
275,data/benchmark/db/6/m645/m645.off,645,1086,266.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.33523712 0.31593308 0.63342565],musical_instrument,0.07750358080378521,1.2764210678834782
276,data/benchmark/db/6/m602/m602.off,602,16173,10766.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.21863805 0.5888976  0.35548246],handheld,0.012466494464827805,1.2139289789421137
277,data/benchmark/db/6/m612/m612.off,612,1311,1106.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.39412072 0.4372481  0.47251514],lamp,0.029828805085872007,2.6446104611309313
278,data/benchmark/db/6/m673/m673.off,673,8691,5958.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.40481904 0.35114837 0.09753022],gun,0.01133351591211346,0.9776305336057389
279,data/benchmark/db/6/m661/m661.off,661,1110,668.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.37148532 0.09210077 0.22282189],gun,0.018572956916323744,1.2117353113869043
280,data/benchmark/db/6/m600/m600.off,600,91638,59640.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.25715518 0.47793293 0.46488988],handheld,0.021351371993758583,2.287696313911743
281,data/benchmark/db/6/m604/m604.off,604,3948,2333.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.28121862 0.42446956 0.09070434],lamp,0.0019523744064908824,0.3059349717728551
282,data/benchmark/db/6/m653/m653.off,653,6486,4300.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.6779363  0.211025   0.09486501],gun,0.00809799560339819,0.7926346021326144
283,data/benchmark/db/6/m678/m678.off,678,3915,2216.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.04381297 0.16669895 0.54510224],gun,0.0015212668116567143,0.18776769581964495
284,data/benchmark/db/6/m679/m679.off,679,6009,3774.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.0518453  0.18505049 0.54591835],gun,0.002116451507683701,0.22961679778740945
285,data/benchmark/db/6/m682/m682.off,682,1650,926.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.45992637 0.05473144 0.13493006],gun,0.0021126676087024755,0.3875556406644138
286,data/benchmark/db/6/m601/m601.off,601,28710,16036.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.27905825 0.53653055 0.46184435],handheld,0.028952075214986814,2.955572259783262
287,data/benchmark/db/6/m659/m659.off,659,3543,2291.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.65695894 0.24363461 0.09056265],gun,0.004419493305690908,0.3680976131276556
288,data/benchmark/db/6/m606/m606.off,606,261,145.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.47865456 0.5775119  0.24449724],lamp,0.002519155751225848,0.8249539032969119
289,data/benchmark/db/6/m647/m647.off,647,10935,6480.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.2914454  0.25063044 0.72132087],musical_instrument,0.011804743258465245,2.2237116354498214
290,data/benchmark/db/6/m675/m675.off,675,1314,640.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.5118512  0.21852463 0.06963073],gun,0.0018810790653323252,0.21888308554132974
291,data/benchmark/db/6/m610/m610.off,610,12693,8478.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.511793  0.4234168 0.3173723],lamp,0.022032679554340965,1.4153756797566952
292,data/benchmark/db/6/m672/m672.off,672,420,252.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.04683803 0.17821714 0.54970765],gun,0.002617737812408586,0.24877463045643194
293,data/benchmark/db/6/m651/m651.off,651,273,130.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.14568171 0.38129047 0.52684414],gun,0.0152912470758787,0.8711560263160839
294,data/benchmark/db/6/m690/m690.off,690,540,374.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.09371939 0.1859184  0.08821021],blade,0.0004022689475515795,0.10495403273578409
295,data/benchmark/db/6/m642/m642.off,642,1488,1104.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.3483631  0.21569428 0.43301013],musical_instrument,0.015129124109476231,2.5007962679037368
296,data/benchmark/db/6/m613/m613.off,613,408,200.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.4516841  0.49756992 0.14932089],lamp,0.0048426930751439825,0.3436184068849482
297,data/benchmark/db/6/m657/m657.off,657,54849,36520.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.12794945 0.5419714  0.6109422 ],gun,0.03792012832683468,1.1775141451304352
298,data/benchmark/db/6/m696/m696.off,696,16644,11655.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.16148706 0.08231621 0.86997485],blade,0.00034071963459056593,0.12631787760832444
299,data/benchmark/db/6/m615/m615.off,615,8067,5410.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.25211084 0.49988198 0.7401258 ],lamp,0.004952011279371301,0.7833393790137633
300,data/benchmark/db/6/m668/m668.off,668,4242,2538.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.06340673 0.18477426 0.35659027],gun,0.0019090020915734742,0.5526921765970244
301,data/benchmark/db/6/m669/m669.off,669,3210,1832.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.07832956 0.1283345  0.4249079 ],gun,0.0005223989225985965,0.18043735980136222
302,data/benchmark/db/6/m607/m607.off,607,2703,1709.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.19610873 0.57558876 0.3503616 ],lamp,0.008802998909274417,0.476446277320455
303,data/benchmark/db/6/m609/m609.off,609,3411,2234.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.11964733 0.3680389  0.32101625],lamp,0.004151229158478373,0.27050898719468514
304,data/benchmark/db/6/m640/m640.off,640,11136,7346.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.20745143 0.8519119  0.15780595],musical_instrument,0.021296465470824,0.6430464620712155
305,data/benchmark/db/6/m641/m641.off,641,5592,3600.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.176923   0.09079295 0.37998086],musical_instrument,0.001996751080402438,0.7612398219353965
