,file_name,id,n_vertices,n_triangles,n_quads,bounding_box,classification,volume,surface_area,bounding_box_ratio,compactness,bounding_box_volume,diameter,eccentricity,angle_three_vertices,barycenter_vertice,two_vertices,square_area_triangle,cube_volume_tetrahedron
165,data\benchmark\db\1\m165\m165.off,165,1518,1748.0,0,"[0.025    0.025    0.025    0.336125 0.025    0.025    0.336125 0.025
 0.198377 0.025    0.025    0.198377 0.025    0.975    0.025    0.336125
 0.975    0.025    0.336125 0.975    0.198377 0.025    0.975    0.198377]",human,8.396178412998788e-18,1.2687935603400518,4.914884567260742,704907397.2099146,0.06501247733831406,0.9587492346763611,67.03560079283655,[40. 24. 14. 15. 14. 10.  8.  4.  5.  1.],[ 27. 106.  54.  55.  66.  33.   7.   2.  53.   1.],[187.  37.  18.   2.   1.   1.   2.   1.   3.   1.],[54. 20. 15. 13. 10.  7.  8.  7.  0.  1.],[ 5.  7. 15. 19. 16. 15. 13. 10.  1.  1.]
166,data\benchmark\db\1\m166\m166.off,166,1428,1698.0,0,"[0.025    0.025    0.025    0.295275 0.025    0.025    0.295275 0.025
 0.322111 0.025    0.025    0.322111 0.025    0.975    0.025    0.295275
 0.975    0.025    0.295275 0.975    0.322111 0.025    0.975    0.322111]",,7.14516705833827e-18,1.1279306097146522,3.302006721496582,536835162.68622035,0.09273355454206467,0.9592509269714355,34.315318604508505,[33. 23.  9. 12. 14. 10. 14.  1. 10.  1.],[35. 84. 73. 24. 70. 37.  6.  9. 41.  1.],[166.  40.  15.   6.   5.   2.   0.   1.   2.   1.],[52. 27. 15. 11.  6.  6.  5.  4.  0.  1.],[10.  7. 16. 13. 16. 14.  6.  6.  7.  1.]
167,data\benchmark\db\1\m167\m167.off,167,1305,856.0,0,"[0.025    0.025    0.025    0.356041 0.025    0.025    0.356041 0.025
 0.500596 0.025    0.025    0.500596 0.025    0.975    0.025    0.356041
 0.975    0.025    0.356041 0.975    0.500596 0.025    0.975    0.500596]",human,0.037694239475070994,1.015683895742909,2.7384486198425293,5.396823399705288,0.17377687990665436,0.9574811458587646,15.296511948292546,[23. 21. 17. 13. 11. 10. 11.  9.  0.  1.],[ 6. 14. 44. 63. 34. 32. 38. 39. 77.  1.],[123.  72.  13.   4.   1.   1.   0.   1.   1.   1.],[43. 24. 15.  9.  6.  8.  5.  3.  2.  1.],[ 3.  7. 16. 10. 10. 18. 14.  8.  0.  1.]
168,data\benchmark\db\1\m168\m168.off,168,7920,5476.0,0,"[0.025    0.025    0.025    0.392552 0.025    0.025    0.392552 0.025
 0.212955 0.025    0.025    0.212955 0.025    0.975    0.025    0.392552
 0.975    0.025    0.392552 0.975    0.212955 0.025    0.975    0.212955]",,0.01291847783702299,0.6341915180140882,4.578432083129883,2.2441692927015726,0.08150601387023926,0.9506164789199829,54.05805948895398,[214. 136.  74.  65.  58.  42.  54.  30.  30.   1.],[324. 316. 342. 234. 130. 327.  63.  49. 326.   1.],"[1.242e+03 7.300e+01 4.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00]",[290. 150.  89.  65.  45.  27.  11.  19.   7.   1.],[  9.  62. 109. 112. 115.  70.  39.  11.   0.   1.]
169,data\benchmark\db\1\m169\m169.off,169,3177,2001.0,0,"[0.025    0.025    0.025    0.3181   0.025    0.025    0.3181   0.025
 0.190571 0.025    0.025    0.190571 0.025    0.975    0.025    0.3181
 0.975    0.025    0.3181   0.975    0.190571 0.025    0.975    0.190571]",human,0.010497243266383577,0.6590611963483188,5.116203784942627,2.7940848866079624,0.05910512059926987,0.9579306244850159,78.26874298024232,[76. 39. 38. 30. 23. 19. 26. 21. 10.  1.],[ 97. 180. 419.  26.  25.  17.   9.  31.  42.   1.],[441.  67.  16.   1.   1.   0.   2.   0.   0.   1.],[150.  55.  26.  16.  14.   7.   2.   6.   6.   1.],[29. 37. 36. 47. 36. 14.  6.  6.  0.  1.]
170,data\benchmark\db\1\m170\m170.off,170,48156,32042.0,0,"[0.025    0.025    0.025    0.350225 0.025    0.025    0.350225 0.025
 0.152937 0.025    0.025    0.152937 0.025    0.975    0.025    0.350225
 0.975    0.025    0.350225 0.975    0.152937 0.025    0.975    0.152937]",,0.008082390569608704,0.5452297405468844,6.375174522399902,1.8028877794176106,0.05222329869866371,0.956355631351471,59.71416117777359,"[1.183e+03 8.870e+02 4.590e+02 3.790e+02 3.460e+02 2.910e+02 3.160e+02
 3.030e+02 1.160e+02 1.000e+00]","[7.610e+02 7.400e+02 2.837e+03 2.475e+03 1.707e+03 5.540e+02 9.660e+02
 1.895e+03 9.040e+02 2.000e+00]","[7.858e+03 1.360e+02 2.100e+01 9.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00]","[1.869e+03 8.290e+02 6.380e+02 3.970e+02 2.860e+02 1.330e+02 9.200e+01
 3.000e+01 6.000e+00 1.000e+00]",[129. 382. 600. 673. 624. 454. 241.  89.  18.   1.]
171,data\benchmark\db\1\m171\m171.off,171,1842,1094.0,0,"[0.025    0.025    0.025    0.4886   0.025    0.025    0.4886   0.025
 0.224737 0.025    0.025    0.224737 0.025    0.975    0.025    0.4886
 0.975    0.025    0.4886   0.975    0.224737 0.025    0.975    0.224737]",human,0.01074585817841205,0.54103367393461,4.338404655456543,1.5277501570431546,0.10706133395433426,0.9533253312110901,47.09200490573492,[40. 42. 16. 13.  7.  9. 15. 16.  5.  1.],[ 43.  62. 138. 139.  50.   4.   4.  13.  37.   1.],[276.  19.   6.   2.   2.   1.   0.   0.   0.   1.],[95. 31.  9.  9.  8.  8.  2.  1.  0.  1.],[ 8. 16. 17. 22. 18. 16. 14.  8.  3.  1.]
172,data\benchmark\db\1\m172\m172.off,172,2235,1413.0,0,"[0.025    0.025    0.025    0.316299 0.025    0.025    0.316299 0.025
 0.15938  0.025    0.025    0.15938  0.025    0.975    0.025    0.316299
 0.975    0.025    0.316299 0.975    0.15938  0.025    0.975    0.15938 ]",,0.006861337669182045,0.5295531391773286,6.117455005645752,1.7927686294409224,0.04915143921971321,0.955091118812561,87.4917658048464,[65. 34. 22. 23.  8. 16. 14.  8.  8.  1.],[ 44. 103. 310.  54.   1.  17.   9.   0.  57.   1.],[245.  67.  41.  13.   3.   1.   0.   1.   0.   1.],[116.  25.  18.  13.   5.   8.   8.   3.   2.   1.],[15. 20. 30. 20. 22. 22. 14.  2.  3.  1.]
173,data\benchmark\db\1\m173\m173.off,173,3009,1702.0,0,"[0.025    0.025    0.025    0.286928 0.025    0.025    0.286928 0.025
 0.177397 0.025    0.025    0.177397 0.025    0.975    0.025    0.286928
 0.975    0.025    0.286928 0.975    0.177397 0.025    0.975    0.177397]",human,0.011456615750515984,0.5919772970811634,5.496147155761719,1.9381481928469249,0.04962766543030739,0.9535695910453796,55.29974918036666,[74. 52. 31. 19. 19. 18. 27. 16. 11.  1.],[ 53. 141. 231. 118.  88.  68.  23.   8.  71.   1.],[399.  50.  35.   7.   4.   2.   0.   2.   1.   1.],[108.  64.  36.  29.  13.   8.   3.   5.   1.   1.],[11. 21. 39. 37. 41. 31. 15.  3.  2.  1.]
174,data\benchmark\db\1\m174\m174.off,174,3588,2308.0,0,"[0.025    0.025    0.025    0.405801 0.025    0.025    0.405801 0.025
 0.233696 0.025    0.025    0.233696 0.025    0.975    0.025    0.405801
 0.975    0.025    0.405801 0.975    0.233696 0.025    0.975    0.233696]",,0.018387986344657634,0.983665094791953,4.172086715698242,7.01899117032472,0.09246322512626648,0.9646135568618774,67.49459209748157,[92. 43. 44. 32. 37. 19. 20. 18. 13.  1.],[ 45. 583. 124.  68.  17.  26.  13.   3.  76.   1.],[349.  74.  77.  76.  13.   1.   4.   0.   3.   1.],[203.  42.  20.  20.  13.   9.   6.   3.   2.   1.],[73. 56. 37. 38. 16.  6.  9.  4.  0.  1.]
175,data\benchmark\db\1\m175\m175.off,175,1980,1079.0,0,"[0.0251185 0.0417866 0.031331  0.335592  0.0417866 0.031331  0.335592
 0.0417866 0.333036  0.0251185 0.0417866 0.333036  0.0251185 0.970208
 0.031331  0.335592  0.970208  0.031331  0.335592  0.970208  0.333036
 0.0251185 0.970208  0.333036 ]",human,0.010718069050939312,0.622952299688315,2.913222551345825,2.335103339301576,0.1084345355629921,0.9330077171325684,22.20102189540626,[42. 40. 18.  9. 21. 16. 12. 11.  6.  1.],[48. 79. 63. 79. 82. 49. 47. 33. 47.  1.],[248.  49.  24.   3.   3.   1.   0.   1.   0.   1.],[86. 35. 20. 15.  8.  4.  4.  2.  1.  1.],[ 4. 19. 29. 27. 25. 14. 11.  2.  0.  1.]
176,data\benchmark\db\1\m176\m176.off,176,2124,1288.0,0,"[0.025    0.025    0.025    0.432787 0.025    0.025    0.432787 0.025
 0.194575 0.025    0.025    0.194575 0.025    0.975    0.025    0.432787
 0.975    0.025    0.432787 0.975    0.194575 0.025    0.975    0.194575]",,0.008239522310835867,0.8097096058923335,5.010921478271484,5.848397159326405,0.08210428804159164,0.9620765447616577,39.335157544402534,[35. 49. 19. 27. 13. 20. 17.  6.  2.  1.],[ 24.  56. 155. 120.  69.  44.  31.  54.  12.   1.],[ 84. 138.  60.  31.  20.   8.   2.   1.   9.   1.],[62. 37. 23. 24. 19.  8.  8.  5.  2.  1.],[11. 15. 25. 22. 28. 20. 13.  4.  3.  1.]
177,data\benchmark\db\1\m177\m177.off,177,348,185.0,0,"[0.025    0.025    0.025    0.380033 0.025    0.025    0.380033 0.025
 0.333153 0.025    0.025    0.333153 0.025    0.975    0.025    0.380033
 0.975    0.025    0.380033 0.975    0.333153 0.025    0.975    0.333153]",human,0.02827375916151541,1.0495395056701997,2.9265832901000977,6.875504874347754,0.12344390898942947,0.9616518020629883,25.02444745765134,[10.  4.  3.  3.  3.  3.  1.  2.  1.  1.],[ 4.  6. 19. 13.  1. 15. 28.  1.  4.  1.],[15. 22.  9.  3.  5.  3.  0.  0.  0.  1.],[4. 7. 6. 1. 4. 2. 2. 4. 0. 1.],[2. 3. 1. 4. 4. 3. 3. 2. 1. 1.]
178,data\benchmark\db\1\m178\m178.off,178,43809,29202.0,0,"[0.025    0.025    0.025    0.342225 0.025    0.025    0.342225 0.025
 0.184695 0.025    0.025    0.184695 0.025    0.975    0.025    0.342225
 0.975    0.025    0.342225 0.975    0.184695 0.025    0.975    0.184695]",,0.01085079618022324,0.5534354099499228,5.278973579406738,1.627308996270263,0.061627063900232315,0.953392744064331,57.78300763649772,"[1.019e+03 6.820e+02 3.740e+02 5.330e+02 4.700e+02 2.900e+02 2.500e+02
 2.130e+02 6.300e+01 1.000e+00]","[1.600e+02 2.731e+03 2.415e+03 5.530e+02 1.946e+03 2.742e+03 3.340e+02
 6.060e+02 1.940e+02 1.000e+00]","[7.268e+03 1.800e+01 7.000e+00 6.000e+00 0.000e+00 1.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00]","[1.519e+03 5.040e+02 5.220e+02 3.790e+02 3.300e+02 3.710e+02 1.550e+02
 9.300e+01 2.100e+01 1.000e+00]",[148. 370. 527. 542. 510. 434. 260. 113.  16.   1.]
179,data\benchmark\db\1\m179\m179.off,179,32205,21422.0,0,"[0.025    0.025    0.025    0.391009 0.025    0.025    0.391009 0.025
 0.182174 0.025    0.025    0.182174 0.025    0.975    0.025    0.391009
 0.975    0.025    0.391009 0.975    0.182174 0.025    0.975    0.182174]",human,0.012984740314228124,0.7424225859031544,5.352026462554932,3.5911776719555295,0.06945088505744934,0.9580485820770264,57.90815283605451,[772. 525. 356. 305. 251. 184. 206. 171.  92.   1.],"[2.220e+02 6.050e+02 1.496e+03 1.574e+03 9.130e+02 6.810e+02 1.112e+03
 4.720e+02 1.512e+03 1.000e+00]","[5.217e+03 1.170e+02 2.500e+01 6.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00]","[1.252e+03 5.120e+02 3.930e+02 2.820e+02 1.860e+02 9.900e+01 9.100e+01
 3.700e+01 1.000e+01 1.000e+00]",[ 63. 252. 390. 481. 395. 315. 163.  65.  22.   1.]
180,data\benchmark\db\1\m180\m180.off,180,45264,29960.0,0,"[0.025    0.025    0.025    0.297864 0.025    0.025    0.297864 0.025
 0.173853 0.025    0.025    0.173853 0.025    0.975    0.025    0.297864
 0.975    0.025    0.297864 0.975    0.173853 0.025    0.975    0.173853]",,0.03173552137438778,2.3216964751029217,5.608186721801758,70.24954363141757,0.05048993602395058,0.9528488516807556,68.0199130274759,"[1.091e+03 7.320e+02 4.250e+02 4.810e+02 4.080e+02 2.610e+02 2.400e+02
 2.610e+02 1.240e+02 1.000e+00]","[3.530e+02 1.654e+03 4.599e+03 8.650e+02 1.111e+03 1.542e+03 7.190e+02
 2.080e+02 1.018e+03 1.000e+00]","[3.312e+03 1.204e+03 1.392e+03 5.740e+02 3.040e+02 2.370e+02 2.460e+02
 1.690e+02 1.050e+02 1.000e+00]","[1.682e+03 7.590e+02 5.180e+02 3.940e+02 3.500e+02 1.950e+02 7.100e+01
 4.200e+01 1.200e+01 1.000e+00]",[113. 399. 608. 644. 598. 373. 196.  74.  12.   1.]
181,data\benchmark\db\1\m181\m181.off,181,25560,16916.0,0,"[0.025    0.025    0.025    0.444608 0.025    0.025    0.444608 0.025
 0.229084 0.025    0.025    0.229084 0.025    0.975    0.025    0.444608
 0.975    0.025    0.444608 0.975    0.229084 0.025    0.975    0.229084]",human,0.018183404969527184,1.0081432398930963,4.256080627441406,7.598521931832064,0.09930627048015594,0.9642024636268616,63.360024168671046,[631. 378. 256. 227. 222. 183. 166. 153.  55.   1.],"[2.310e+02 5.320e+02 1.572e+03 2.873e+03 3.350e+02 1.900e+02 1.560e+02
 1.830e+02 7.430e+02 1.000e+00]","[4.12e+03 1.07e+02 2.40e+01 3.00e+00 3.00e+00 2.00e+00 0.00e+00 0.00e+00
 0.00e+00 1.00e+00]","[1.211e+03 3.460e+02 1.990e+02 1.670e+02 1.330e+02 1.150e+02 6.100e+01
 3.600e+01 3.000e+00 1.000e+00]",[191. 302. 314. 291. 239. 194. 122.  39.  11.   1.]
182,data\benchmark\db\1\m182\m182.off,182,33270,22190.0,0,"[0.025    0.025    0.025    0.393436 0.025    0.025    0.393436 0.025
 0.166457 0.025    0.025    0.166457 0.025    0.975    0.025    0.393436
 0.975    0.025    0.393436 0.975    0.166457 0.025    0.975    0.166457]",,0.010366566369132312,0.6879048599611376,5.8573689460754395,3.197184264488596,0.06385292112827301,0.9547582864761353,76.25925333259244,[868. 541. 316. 244. 237. 225. 238. 203.  85.   1.],"[5.020e+02 7.170e+02 1.360e+03 1.615e+03 1.498e+03 1.357e+03 2.540e+02
 1.250e+02 1.443e+03 1.000e+00]","[5.305e+03 1.680e+02 6.000e+01 7.000e+00 3.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 1.000e+00]","[1.403e+03 4.740e+02 3.560e+02 2.560e+02 1.920e+02 1.210e+02 1.000e+02
 4.600e+01 9.000e+00 1.000e+00]",[ 72. 231. 368. 451. 422. 344. 173. 123.  33.   1.]
183,data\benchmark\db\1\m183\m183.off,183,10854,7124.0,0,"[0.025    0.025    0.025    0.899618 0.025    0.025    0.899618 0.025
 0.383562 0.025    0.025    0.383562 0.025    0.975    0.025    0.899618
 0.975    0.025    0.899618 0.975    0.383562 0.025    0.975    0.383562]",human,0.06970478507537994,2.023243599031501,2.541961908340454,31.369906844060928,0.3364328145980835,0.9775702953338623,16.85831893540097,[194. 164. 164. 127. 119.  77.  62.  41.  16.   1.],[110. 190. 238. 397. 695. 541. 300. 260. 162.   1.],"[1.707e+03 7.600e+01 1.800e+01 4.000e+00 0.000e+00 2.000e+00 0.000e+00
 1.000e+00 0.000e+00 1.000e+00]",[431. 186. 113.  79.  67.  37.  19.  27.   5.   1.],[ 37.  96. 126. 161. 137.  98.  48.  18.   2.   1.]
184,data\benchmark\db\1\m184\m184.off,184,1323,826.0,0,"[0.025    0.025    0.025    0.283631 0.025    0.025    0.283631 0.025
 0.177975 0.025    0.025    0.177975 0.025    0.975    0.025    0.283631
 0.975    0.025    0.283631 0.975    0.177975 0.025    0.975    0.177975]",,0.0102781132972867,0.48558673745920256,5.478297710418701,1.129389509659366,0.04921724647283554,0.9550948739051819,64.13608615197654,[42. 16.  8. 11.  6.  9.  4. 11. 10.  1.],[ 11. 118.  39.  32.  25.  24.  29.  28.  45.   1.],[197.  15.   5.   1.   0.   0.   1.   0.   0.   1.],[40. 14. 20. 18.  9.  6.  6.  1.  3.  1.],[ 7.  9. 16. 12. 13. 14.  7.  9.  1.  1.]
185,data\benchmark\db\1\m185\m185.off,185,1479,919.0,0,"[0.025    0.025    0.025    0.297162 0.025    0.025    0.297162 0.025
 0.304865 0.025    0.025    0.304865 0.025    0.975    0.025    0.297162
 0.975    0.025    0.297162 0.975    0.304865 0.025    0.975    0.304865]",human,0.009232612315969346,0.49996717399934704,3.281038761138916,1.300655175759864,0.08832944184541702,0.9569185972213745,30.218220558799025,[34. 26. 14. 16. 13.  2.  6. 11.  9.  1.],[ 38. 121.  51.  30.  47.  35.  24.  10.  37.   1.],[215.  23.   4.   3.   0.   0.   0.   0.   0.   1.],[63. 31. 14.  8.  9.  3.  2.  1.  0.  1.],[14. 27. 15. 18. 14.  7.  2.  1.  0.  1.]
186,data\benchmark\db\1\m186\m186.off,186,1125,564.0,0,"[0.025    0.025    0.025    0.322825 0.025    0.025    0.322825 0.025
 0.182462 0.025    0.025    0.182462 0.025    0.975    0.025    0.322825
 0.975    0.025    0.322825 0.975    0.182462 0.025    0.975    0.182462]",,0.010405902411053804,0.5099626981450468,5.343578338623047,1.3000958033772838,0.05743071809411049,0.9550183415412903,51.29418249256081,[30. 21. 11. 14.  9.  3.  3.  6.  2.  1.],[54. 69. 74. 44. 32.  0.  0.  0. 26.  1.],[161.  17.   6.   1.   1.   0.   0.   0.   0.   1.],[43. 24. 11.  5.  7.  4.  1.  3.  1.  1.],[ 8. 15. 10.  7. 16.  4.  7.  4.  3.  1.]
187,data\benchmark\db\1\m187\m187.off,187,4854,3128.0,0,"[0.025    0.025    0.025    0.562915 0.025    0.025    0.562915 0.025
 0.476143 0.025    0.025    0.476143 0.025    0.975    0.025    0.562915
 0.975    0.025    0.562915 0.975    0.476143 0.025    0.975    0.476143]",human,0.025577844567980124,1.4657094868056855,2.0477042198181152,19.688458952652887,0.2613273561000824,0.9815157055854797,32.745795766284324,[99. 85. 63. 40. 24. 42. 31. 30. 17.  1.],[221. 128.  83. 207. 286. 195.  44.  40.  89.   1.],[774.  24.   7.   2.   0.   1.   0.   0.   0.   1.],[201.  99.  57.  32.  15.  14.   4.   5.   4.   1.],[14. 74. 93. 82. 44. 10.  2.  3.  1.  1.]
188,data\benchmark\db\1\m188\m188.off,188,5589,3360.0,0,"[0.025    0.025    0.025    0.309395 0.025    0.025    0.309395 0.025
 0.193661 0.025    0.025    0.193661 0.025    0.975    0.025    0.309395
 0.975    0.025    0.309395 0.975    0.193661 0.025    0.975    0.193661]",,0.014976111110991636,1.3067967009735324,5.034570693969727,18.235789126552557,0.05841980129480362,0.9605329036712646,52.30241720930619,[136.  94.  60.  46.  55.  33.  32.  23.  17.   1.],[ 26. 190. 254. 458. 439.  59.  11.   3.  49.   1.],[551. 153. 176.  20.  11.   4.   5.   7.   3.   1.],[216.  87.  58.  39.  38.  23.  25.   7.   3.   1.],[31. 49. 68. 71. 53. 60. 29.  7.  4.  1.]
189,data\benchmark\db\1\m189\m189.off,189,927,526.0,0,"[0.025    0.025    0.025    0.287813 0.025    0.025    0.287813 0.025
 0.173873 0.025    0.025    0.173873 0.025    0.975    0.025    0.287813
 0.975    0.025    0.287813 0.975    0.173873 0.025    0.975    0.173873]",human,0.006505361502355819,0.5975408215338175,5.607541084289551,2.645251820263004,0.04879184067249298,0.960062563419342,72.79388241937377,[27. 11. 10.  2.  5. 10.  5.  6.  6.  1.],[22. 33. 41. 25. 40. 27.  7.  6. 45.  1.],[55. 48. 21. 10.  7.  2.  7.  3.  0.  1.],[36. 11. 11.  8.  8.  6.  2.  0.  0.  1.],[ 4.  9. 10. 10.  9.  8.  7.  1.  3.  1.]
190,data\benchmark\db\1\m190\m190.off,190,3066,1777.0,0,"[0.025    0.025    0.025    0.462848 0.025    0.025    0.462848 0.025
 0.456327 0.025    0.025    0.456327 0.025    0.975    0.025    0.462848
 0.975    0.025    0.462848 0.975    0.456327 0.025    0.975    0.456327]",,0.04739644287012084,1.8243722608102715,2.1366257667541504,27.891219682344772,0.20592978596687317,1.0053173303604126,10.917031393951367,[42. 59. 49. 33. 32. 27. 16. 12.  2.  1.],[ 82. 143. 377. 155.  23.   5.   7.   9.  15.   1.],[395.  73.  25.   8.   7.   0.   1.   1.   0.   1.],[177.  64.  20.   7.   2.   2.   0.   0.   0.   1.],[12. 25. 36. 44. 42. 29. 11.  3.  2.  1.]
191,data\benchmark\db\1\m191\m191.off,191,372,264.0,0,"[0.025  0.025  0.025  0.519  0.025  0.025  0.519  0.025  0.2151 0.025
 0.025  0.2151 0.025  0.975  0.025  0.519  0.975  0.025  0.519  0.975
 0.2151 0.025  0.975  0.2151]",human,0.048989461788665,1.5408219292574445,4.532775402069092,16.52745632742012,0.10884598642587662,0.9989599585533142,22.48882492224949,[8. 9. 4. 1. 2. 5. 1. 1. 2. 1.],[ 8. 11. 17. 11. 10. 16.  5.  0. 20.  1.],[ 4.  3.  0. 17.  0.  0.  0. 26. 11.  1.],[10.  4.  5.  6.  4.  1.  1.  0.  2.  1.],[1. 2. 0. 3. 5. 6. 5. 1. 1. 1.]
192,data\benchmark\db\1\m192\m192.off,192,1350,837.0,0,"[0.025    0.025    0.025    0.278991 0.025    0.025    0.278991 0.025
 0.247654 0.025    0.025    0.247654 0.025    0.975    0.025    0.278991
 0.975    0.025    0.278991 0.975    0.247654 0.025    0.975    0.247654]",,0.010444019858148607,0.4954494639918534,3.9369442462921143,1.1900473572736718,0.06736591458320618,0.9516502022743225,33.79837791768046,[37. 22. 17.  7.  8.  6.  7.  7.  8.  1.],[ 10. 110.  51.  20.  49.  43.  25.  13.  38.   1.],[199.  19.   4.   1.   0.   0.   1.   0.   0.   1.],[36. 20. 12. 14. 15. 10.  5.  6.  1.  1.],[ 5. 11. 18. 23. 13. 12.  5.  2.  0.  1.]
193,data\benchmark\db\1\m193\m193.off,193,25866,17298.0,0,"[0.025    0.025    0.025    0.388658 0.025    0.025    0.388658 0.025
 0.519826 0.025    0.025    0.519826 0.025    0.975    0.025    0.388658
 0.975    0.025    0.388658 0.975    0.519826 0.025    0.975    0.519826]",human,0.042326016313587136,1.1075644607162385,2.5086324214935303,6.603943329018603,0.19698366522789001,0.9964951872825623,23.89036269374162,[618. 423. 264. 240. 200. 180. 183. 126.  65.   1.],"[9.560e+02 1.384e+03 9.500e+02 1.719e+03 7.890e+02 2.450e+02 1.260e+02
 2.300e+01 7.040e+02 1.000e+00]","[4.194e+03 4.400e+01 5.000e+01 1.700e+01 4.000e+00 1.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00]","[1.423e+03 4.430e+02 2.230e+02 1.240e+02 5.100e+01 2.500e+01 4.000e+00
 3.000e+00 3.000e+00 1.000e+00]",[100. 337. 451. 375. 268. 115.  60.  14.   4.   1.]
194,data\benchmark\db\1\m194\m194.off,194,6732,3460.0,0,"[0.025    0.025    0.025    0.237304 0.025    0.025    0.237304 0.025
 0.396532 0.025    0.025    0.396532 0.025    0.975    0.025    0.237304
 0.975    0.025    0.237304 0.975    0.396532 0.025    0.975    0.396532]",,0.015594921349872936,0.7267517280340439,4.108654022216797,3.0737364330950867,0.09174616634845734,0.9558658003807068,36.663744083880914,[133. 134.  72.  72.  53.  47.  44.  32.  11.   1.],[ 40. 130. 745. 226. 117. 102. 111. 291.  32.   1.],"[1.112e+03 6.000e+00 1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00]",[388. 104.  55.  25.  15.   5.   1.   3.   2.   1.],[23. 68. 82. 83. 66. 58. 38. 22.  8.  1.]
195,data\benchmark\db\1\m195\m195.off,195,67824,44050.0,0,"[0.025    0.025    0.025    0.292541 0.025    0.025    0.292541 0.025
 0.429455 0.025    0.025    0.429455 0.025    0.97277  0.025    0.292541
 0.97277  0.025    0.292541 0.97277  0.429455 0.025    0.97277  0.429455]",human,0.010354258674100048,0.5143390919345581,3.3252432346343994,1.33717761013587,0.12221220135688782,0.9596061110496521,46.29539968807102,"[1.845e+03 1.147e+03 6.160e+02 5.080e+02 4.370e+02 4.060e+02 4.380e+02
 4.240e+02 2.070e+02 1.000e+00]","[3.960e+02 2.518e+03 2.604e+03 2.747e+03 3.528e+03 3.501e+03 8.560e+02
 8.360e+02 1.099e+03 1.000e+00]","[3.453e+03 2.012e+03 1.456e+03 1.190e+03 9.520e+02 7.410e+02 6.760e+02
 5.480e+02 2.750e+02 1.000e+00]","[3.119e+03 1.427e+03 7.950e+02 3.720e+02 1.760e+02 8.300e+01 3.900e+01
 1.400e+01 3.000e+00 1.000e+00]","[1.340e+02 7.250e+02 1.167e+03 1.207e+03 8.130e+02 3.510e+02 1.010e+02
 2.100e+01 2.000e+00 1.000e+00]"
196,data\benchmark\db\1\m196\m196.off,196,12147,7763.0,0,"[0.025    0.025    0.025    0.440896 0.025    0.025    0.440896 0.025
 0.194826 0.025    0.025    0.194826 0.025    0.975    0.025    0.440896
 0.975    0.025    0.440896 0.975    0.194826 0.025    0.975    0.194826]",,0.012302685777177868,0.9481621651647417,5.004465579986572,7.685071256631349,0.08375056087970734,0.9531844258308411,50.008968859304865,[278. 206. 138. 102.  81.  84.  77.  81.  32.   1.],[608. 520. 582. 626. 459. 176.  61. 144.  62.   1.],"[1.644e+03 2.880e+02 7.500e+01 9.000e+00 3.000e+00 2.000e+00 1.000e+00
 1.000e+00 0.000e+00 1.000e+00]",[541. 238. 121.  75.  49.  24.  16.  12.   3.   1.],[ 45. 104. 153. 201. 148.  91.  54.   9.   4.   1.]
197,data\benchmark\db\1\m197\m197.off,197,6030,3012.0,0,"[0.025    0.025    0.025    0.185681 0.025    0.025    0.185681 0.025
 0.296899 0.025    0.025    0.296899 0.025    0.975    0.025    0.185681
 0.975    0.025    0.185681 0.975    0.296899 0.025    0.975    0.296899]",human,0.007599578813830323,0.4815168973149889,5.250941276550293,1.280677660843962,0.05375028774142265,0.9548699855804443,69.23801435012413,[150.  82.  56.  46.  59.  37.  27.  49.  29.   1.],[ 67. 566. 211. 144.  87. 121. 319.  65.  27.   1.],[991.   5.   2.   0.   2.   2.   2.   0.   0.   1.],[355.  79.  42.  24.  16.  10.   4.   4.   1.   1.],[33. 70. 77. 75. 68. 38. 23. 14.  3.  1.]
198,data\benchmark\db\1\m198\m198.off,198,13971,19582.0,0,"[0.025    0.025    0.025    0.406444 0.025    0.025    0.406444 0.025
 0.357811 0.025    0.025    0.357811 0.025    0.975    0.025    0.406444
 0.975    0.025    0.406444 0.975    0.357811 0.025    0.975    0.357811]",,0.00031659659230481564,2.034594581555022,2.724902391433716,473.34798499546224,0.1417943835258484,0.9637013077735901,29.22533877572365,[350. 208. 170. 114. 110.  92.  68.  77.  52.   1.],[120. 957. 600. 626. 839. 221.  90. 113. 158.   1.],"[2.241e+03 7.500e+01 8.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00
 0.000e+00 1.000e+00 1.000e+00]",[652. 278. 165.  88.  38.  14.   4.   1.   1.   1.],[ 67. 156. 183. 230. 171.  81.  32.   9.   2.   1.]
