,file_name,id,n_vertices,n_triangles,n_quads,bounding_box,classification,volume,surface_area,bounding_box_ratio,compactness,bounding_box_volume,diameter,eccentricity,angle_three_vertices,barycenter_vertice,two_vertices,square_area_triangle,cube_volume_tetrahedron
155,data/benchmark/db/15/m1580/m1580.off,1580,2638.0,4999.0,0,"[-0.50475097 -0.25866157 -0.25489095  0.5022951  -0.25866157 -0.25489095
  0.5022951  -0.25866157  0.15150377 -0.50475097 -0.25866157  0.15150377
 -0.50475097  0.20963623 -0.25489095  0.5022951   0.20963623 -0.25489095
  0.5022951   0.20963623  0.15150377 -0.50475097  0.20963623  0.15150377]",train,0.05271433613613183,4.379897414478058,2.477999687194824,30236.69594532885,0.19165469706058502,1.0318985118389778,8.220074559073822,[153. 140.  91.  97.  76.  53.  40.  32.  21.   1.],[ 85. 215. 271. 288. 356. 282. 320. 215.  77.   1.],[489. 219. 168. 154.  86.  89.  69.  34.  10.   1.],[285. 155. 118.  56.  43.  18.  12.   7.   9.   1.],[ 10.  41.  81. 105. 102.  97.  55.  23.  13.   1.]
156,data/benchmark/db/15/m1552/m1552.off,1552,2510.0,4999.0,0,"[-0.5236434  -0.20822632 -0.12247127  0.47656155 -0.20822632 -0.12247127
  0.47656155 -0.20822632  0.19286215 -0.5236434  -0.20822632  0.19286215
 -0.5236434   0.2062796  -0.12247127  0.47656155  0.2062796  -0.12247127
  0.47656155  0.2062796   0.19286215 -0.5236434   0.2062796   0.19286215]",car,0.04675699189204691,1.2699266197671262,3.17189621925354,936.7910962000595,0.13073435425758362,1.0099933057491133,8.664343847997568,[109. 164. 114.  93.  70.  55.  29.  27.   8.   1.],[ 43. 241. 233. 489. 421. 207. 149. 145.  79.   1.],[565.  72. 129. 176.  70. 123.  88.  22.   9.   1.],[296. 109.  66.  42.  66.  41.  34.  13.   2.   1.],[21. 64. 72. 86. 86. 74. 55. 30. 13.  1.]
157,data/benchmark/db/15/m1598/m1598.off,1598,2501.0,4998.0,0,"[-0.46170157 -0.22627315 -0.25029933  0.54557633 -0.22627315 -0.25029933
  0.54557633 -0.22627315  0.19339675 -0.46170157 -0.22627315  0.19339675
 -0.46170157  0.21771273 -0.25029933  0.54557633  0.21771273 -0.25029933
  0.54557633  0.21771273  0.19339675 -0.46170157  0.21771273  0.19339675]",chess_piece,0.03004203711391342,0.8559813138012539,2.270198106765747,694.918855284459,0.19842851161956787,1.025257730334715,8.92908327423724,[159. 149.  69.  57.  50.  45.  54.  54.  29.   1.],[149. 334. 324. 173. 210. 163. 143. 347. 156.   1.],[559. 392. 133.  52.  14.  17.   9.  20.  53.   1.],[345. 155.  92.  40.  16.  10.   5.   2.   1.   1.],[ 13.  45. 104. 115. 104.  60.  43.  12.   4.   1.]
158,data/benchmark/db/15/m1596/m1596.off,1596,2628.0,5000.0,0,"[-0.48182976 -0.39393398 -0.07712774  0.56166434 -0.39393398 -0.07712774
  0.56166434 -0.39393398  0.06289979 -0.48182976 -0.39393398  0.06289979
 -0.48182976  0.25476265 -0.07712774  0.56166434  0.25476265 -0.07712774
  0.56166434  0.25476265  0.06289979 -0.48182976  0.25476265  0.06289979]",,0.014167663287885227,2.945858927039521,7.452064514160156,127361.85688496674,0.09478618949651718,1.1474052773397514,5.253539860341985,[195. 118.  86.  81.  66.  34.  49.  35.  36.   1.],[302. 341. 450. 226. 564. 196.  11.   7.   4.   1.],[857. 107.  82. 155.  64.  35.  10.   1.   2.   1.],[366. 107.  62.  52.  51.  31.  21.   6.   4.   1.],[ 67. 102.  82. 101.  71.  44.  35.  18.   5.   1.]
159,data/benchmark/db/15/m1543/m1543.off,1543,2830.0,4999.0,0,"[-0.4528277  -0.22142112 -0.15685107  0.5514527  -0.22142112 -0.15685107
  0.5514527  -0.22142112  0.14153507 -0.4528277  -0.22142112  0.14153507
 -0.4528277   0.23591769 -0.15685107  0.5514527   0.23591769 -0.15685107
  0.5514527   0.23591769  0.14153507 -0.4528277   0.23591769  0.14153507]",car,0.04933400887042448,1.3020091612114595,3.3657069206237793,906.8789156675494,0.137047678232193,1.0136931139697405,10.752462362199255,[117. 165. 114. 109.  69.  58.  57.  44.  21.   1.],[ 92. 176. 129. 214. 392. 404. 509. 242. 105.   1.],[713.  92.  83. 189.  91.  75.  80.  62.  29.   1.],[266. 135. 100.  60.  65.  45.  49.  26.   8.   1.],[ 25.  46.  79.  86.  99. 105.  77.  39.   9.   1.]
160,data/benchmark/db/15/m1519/m1519.off,1519,2584.0,4998.0,0,"[-0.5320551  -0.18407793 -0.11698414  0.46834105 -0.18407793 -0.11698414
  0.46834105 -0.18407793  0.14700201 -0.5320551  -0.18407793  0.14700201
 -0.5320551   0.18673028 -0.11698414  0.46834105  0.18673028 -0.11698414
  0.46834105  0.18673028  0.14700201 -0.5320551   0.18673028  0.14700201]",,0.038856185901966614,1.0518380928625033,3.7895781993865967,770.7727431740448,0.09792700409889221,1.0224414461349238,10.097762866231523,[124. 139.  91.  88.  69.  73.  40.  42.  22.   1.],[110. 158. 276. 428. 410. 110. 340.  88. 146.   1.],[584.  96. 196. 103.  99. 115.  54.  21.  23.   1.],[227. 124.  81.  62.  70.  65.  33.  20.   7.   1.],[25. 53. 65. 84. 72. 73. 71. 52. 21.  1.]
161,data/benchmark/db/15/m1545/m1545.off,1545,2875.0,4999.0,0,"[-0.4518446  -0.22254385 -0.11284624  0.54835975 -0.22254385 -0.11284624
  0.54835975 -0.22254385  0.1565856  -0.4518446  -0.22254385  0.1565856
 -0.4518446   0.22262932 -0.11284624  0.54835975  0.22262932 -0.11284624
  0.54835975  0.22262932  0.1565856  -0.4518446   0.22262932  0.1565856 ]",car,0.05413528037242795,2.0899895311782934,3.7122724056243896,3115.096833931604,0.11996833235025406,1.03691697141698,7.729248197680734,[148. 146. 122.  97.  85.  60.  56.  35.  17.   1.],[ 61. 120. 323. 383. 426. 390. 291. 187. 118.   1.],[742.  80. 162. 178. 108.  81.  51.  28.   6.   1.],[296. 165.  98.  74.  66.  36.  26.   4.   1.   1.],[ 17.  48.  88.  92. 133. 101.  55.  29.  11.   1.]
162,data/benchmark/db/15/m1523/m1523.off,1523,2510.0,5000.0,0,"[-0.4961712  -0.20438784 -0.10692997  0.5031755  -0.20438784 -0.10692997
  0.5031755  -0.20438784  0.16484451 -0.4961712  -0.20438784  0.16484451
 -0.4961712   0.20882036 -0.10692997  0.5031755   0.20882036 -0.10692997
  0.5031755   0.20882036  0.16484451 -0.4961712   0.20882036  0.16484451]",,0.04224552770261382,1.1841715690299248,3.6771178245544434,930.427227123285,0.11222606897354126,1.0139371147642455,8.877449494154119,[120. 137.  89.  85.  93.  62.  40.  26.  17.   1.],[  4.   4.  96. 238. 582. 604. 173.  88. 218.   1.],[553.  93. 163. 159.  72. 107.  72.  22.  13.   1.],[276.  78.  64.  59.  73.  61.  36.  17.   5.   1.],[19. 66. 72. 88. 77. 88. 55. 22. 14.  1.]
163,data/benchmark/db/15/m1540/m1540.off,1540,2538.0,5000.0,0,"[-0.5716174  -0.2138417  -0.10221749  0.4353282  -0.2138417  -0.10221749
  0.4353282  -0.2138417   0.15475626 -0.5716174  -0.2138417   0.15475626
 -0.5716174   0.21890655 -0.10221749  0.4353282   0.21890655 -0.10221749
  0.4353282   0.21890655  0.15475626 -0.5716174   0.21890655  0.15475626]",car,0.04307136839952688,1.5992595571096475,3.9184765815734863,2204.8524152230693,0.11197733134031296,1.0585594695186418,10.90738433230311,[146. 126.  71.  93.  92.  49.  50.  29.  20.   1.],[ 68. 141. 210. 431. 508. 413. 125.  35.  98.   1.],[561. 128. 108. 116.  57. 119. 129.  29.  21.   1.],[318.  99.  36.  36.  60.  64.  42.  13.   8.   1.],[25. 54. 67. 90. 97. 91. 54. 25.  4.  1.]
164,data/benchmark/db/15/m1515/m1515.off,1515,2620.0,4999.0,0,"[-0.5480274  -0.2562645  -0.12588036  0.4666245  -0.2562645  -0.12588036
  0.4666245  -0.2562645   0.11447553 -0.5480274  -0.2562645   0.11447553
 -0.5480274   0.24309105 -0.12588036  0.4666245   0.24309105 -0.12588036
  0.4666245   0.24309105  0.11447553 -0.5480274   0.24309105  0.11447553]",,0.021574706453433238,0.7580035986253282,4.221456050872803,935.6728147436104,0.12178162485361099,1.0304335817481547,11.07426609535424,[165. 131. 109.  88.  72.  55.  43.  29.   6.   1.],[117.  41.  47. 207. 199. 596. 593. 231.  64.   1.],[733.  67.  80. 110.  61.  54.  90.  85.  29.   1.],[234. 134.  89.  79.  58.  47.  32.  17.   8.   1.],[ 12.  35.  92.  91. 106.  89.  65.  24.   9.   1.]
165,data/benchmark/db/15/m1522/m1522.off,1522,2924.0,5000.0,0,"[-0.4217096  -0.20369303 -0.12764005  0.57837576 -0.20369303 -0.12764005
  0.57837576 -0.20369303  0.15388453 -0.4217096  -0.20369303  0.15388453
 -0.4217096   0.19793269 -0.12764005  0.57837576  0.19793269 -0.12764005
  0.57837576  0.19793269  0.15388453 -0.4217096   0.19793269  0.15388453]",car,0.05752710194825275,1.1952966156204055,3.5523905754089355,516.0384681917537,0.11307717114686966,1.0237633246155142,10.433506192763241,[152. 160. 113. 101.  96.  68.  46.  33.  10.   1.],[ 59. 197. 235. 507. 532. 560.  88.  22. 138.   1.],[709. 111. 149. 156.  71.  95. 112.  45.  13.   1.],[296. 140.  79.  72.  78.  55.  38.  15.   6.   1.],[  8.  45.  83. 103. 115.  86.  83.  42.  19.   1.]
166,data/benchmark/db/15/m1585/m1585.off,1585,2693.0,4999.0,0,"[-0.5311581  -0.1667684  -0.16331658  0.47638035 -0.1667684  -0.16331658
  0.47638035 -0.1667684   0.17528974 -0.5311581  -0.1667684   0.17528974
 -0.5311581   0.23878236 -0.16331658  0.47638035  0.23878236 -0.16331658
  0.47638035  0.23878236  0.17528974 -0.5311581   0.23878236  0.17528974]",,0.013336948163831488,3.0971003102225416,2.9755454063415527,167014.0042769784,0.1383572369813919,1.0140039978391338,9.503548924546031,[157. 146.  98.  96.  70.  57.  46.  33.  14.   1.],[253. 197. 247. 178. 263. 373. 261. 214. 167.   1.],[658. 148. 147. 105.  73.  70.  59.  51.  34.   1.],[299. 169.  99.  71.  33.  29.   8.   7.   3.   1.],[19. 50. 88. 87. 96. 91. 68. 33.  6.  1.]
167,data/benchmark/db/15/m1570/m1570.off,1570,2792.0,5000.0,0,"[-0.5557111  -0.14663276 -0.10584053  0.44604045 -0.14663276 -0.10584053
  0.44604045 -0.14663276  0.12291319 -0.5557111  -0.14663276  0.12291319
 -0.5557111   0.24443176 -0.10584053  0.44604045  0.24443176 -0.10584053
  0.44604045  0.24443176  0.12291319 -0.5557111   0.24443176  0.12291319]",,0.040638792613939365,1.4404372679250976,4.3791704177856445,1809.6786159308335,0.0896141529083252,1.0435874763623683,7.635772864786855,[199. 161.  82.  62.  71.  53.  50.  41.  25.   1.],[494. 389. 240. 151. 190. 356. 381.  27.   4.   1.],[709. 152. 184.  89.  75.  63.  58.  48.  17.   1.],[421.  88.  57.  58.  62.  33.  15.   6.   4.   1.],[42. 82. 94. 82. 76. 71. 52. 47. 12.  1.]
168,data/benchmark/db/15/m1521/m1521.off,1521,2560.0,4998.0,0,"[-0.47529227 -0.21069479 -0.08305584  0.53288615 -0.21069479 -0.08305584
  0.53288615 -0.21069479  0.1846727  -0.47529227 -0.21069479  0.1846727
 -0.47529227  0.21492057 -0.08305584  0.53288615  0.21492057 -0.08305584
  0.53288615  0.21492057  0.1846727  -0.47529227  0.21492057  0.1846727 ]",,0.06432905546387349,1.5294478071180797,3.765674352645874,864.5490420468828,0.11488131433725357,1.081608863271869,9.705726434988026,[125. 137.  93.  83. 112.  51.  41.  29.  11.   1.],[  3.   2.  92. 270. 596. 569. 247. 163. 105.   1.],[718.  70.  47. 122.  68.  98.  85.  56.  15.   1.],[285.  87.  53.  51.  67.  65.  53.  19.   2.   1.],[ 14.  69.  90. 109.  94.  80.  43.  12.   0.   1.]
169,data/benchmark/db/15/m1510/m1510.off,1510,2679.0,4999.0,0,"[-0.43976596 -0.24563408 -0.10500696  0.5714915  -0.24563408 -0.10500696
  0.5714915  -0.24563408  0.15217574 -0.43976596 -0.24563408  0.15217574
 -0.43976596  0.24464834 -0.10500696  0.5714915   0.24464834 -0.10500696
  0.5714915   0.24464834  0.15217574 -0.43976596  0.24464834  0.15217574]",,0.020916665194396097,1.6397759927405562,3.932058572769165,10077.868371644343,0.1275116205215454,1.0616629902774855,8.516632480855735,[154. 142. 105.  81.  74.  63.  51.  30.  14.   1.],[129. 155. 256. 403. 428. 374. 289.  52.  56.   1.],[569. 199. 146. 165.  75.  52.  81.  36.  15.   1.],[303. 178.  94.  65.  44.  13.  13.   3.   1.   1.],[ 26.  51.  86. 106.  92.  78.  64.  27.   5.   1.]
170,data/benchmark/db/15/m1586/m1586.off,1586,2598.0,4620.0,0,"[-0.46780244 -0.15512137 -0.21789612  0.52975845 -0.15512137 -0.21789612
  0.52975845 -0.15512137  0.21839349 -0.46780244 -0.15512137  0.21839349
 -0.46780244  0.16888624 -0.21789612  0.52975845  0.16888624 -0.21789612
  0.52975845  0.16888624  0.21839349 -0.46780244  0.16888624  0.21839349]",,0.01563580109199837,3.01575916052007,3.0788190364837646,112188.84917134236,0.14101636409759521,1.016924652472961,9.383346142543699,[177. 126.  85.  77.  70.  57.  46.  33.  21.   1.],[ 37. 124. 227. 392. 269. 392. 207. 276. 153.   1.],"[1.065e+03 1.160e+02 9.600e+01 1.200e+01 4.000e+00 1.000e+00 2.000e+00
 1.000e+00 1.000e+00 1.000e+00]",[258. 123.  89.  62.  61.  45.  35.  15.   4.   1.],[ 23.  52.  97. 123.  92.  67.  44.  15.   6.   1.]
171,data/benchmark/db/15/m1534/m1534.off,1534,2952.0,5000.0,0,"[-0.5588313  -0.21664555 -0.14677875  0.4407254  -0.21664555 -0.14677875
  0.4407254  -0.21664555  0.19356337 -0.5588313  -0.21664555  0.19356337
 -0.5588313   0.22599298 -0.14677875  0.4407254   0.22599298 -0.14677875
  0.4407254   0.22599298  0.19356337 -0.5588313   0.22599298  0.19356337]",car,0.07786972460839738,1.3225822504317528,2.936917543411255,381.5318447771773,0.1505817323923111,1.0145868877573365,11.655336701606121,[149. 180. 101.  94. 101.  80.  42.  19.  20.   1.],[ 67. 190. 159. 273. 363. 501. 525.  93. 189.   1.],[667. 119. 101. 149.  85.  96. 110.  88.  60.   1.],[275. 149.  93.  81.  67.  55.  37.  21.   9.   1.],[ 14.  56.  83. 106. 104. 102.  63.  48.  14.   1.]
172,data/benchmark/db/15/m1569/m1569.off,1569,3352.0,4999.0,0,"[-0.3531949  -0.22831628 -0.16253707  0.6490948  -0.22831628 -0.16253707
  0.6490948  -0.22831628  0.1601379  -0.3531949  -0.22831628  0.1601379
 -0.3531949   0.32192567 -0.16253707  0.6490948   0.32192567 -0.16253707
  0.6490948   0.32192567  0.1601379  -0.3531949   0.32192567  0.1601379 ]",,0.0427705292213696,1.173558534423316,3.106189727783203,883.5375675545271,0.17795586585998535,1.1180949069854003,3.923968750298372,[123. 173. 169. 165. 108.  74.  37.  29.  15.   1.],[ 73. 378. 814. 919. 391. 101.   0.   0.   4.   1.],[653. 250. 287. 216. 184.  76.   7.   2.   0.   1.],[484. 216.  88.  66.  29.   8.   0.   2.   0.   1.],[ 35.  88. 117. 105. 106.  92.  71.  44.  12.   1.]
173,data/benchmark/db/15/m1558/m1558.off,1558,3557.0,4999.0,0,"[-0.4659485  -0.16985609 -0.13132852  0.5345645  -0.16985609 -0.13132852
  0.5345645  -0.16985609  0.17277141 -0.4659485  -0.16985609  0.17277141
 -0.4659485   0.17002104 -0.13132852  0.5345645   0.17002104 -0.13132852
  0.5345645   0.17002104  0.17277141 -0.4659485   0.17002104  0.17277141]",car,0.015956388822298443,1.493355004631605,3.2900795936584473,13080.36804626474,0.10340962558984756,1.038149693381634,12.056085458106033,[215. 168. 107. 141. 130.  88.  53.  33.  13.   1.],[ 42. 219. 156.  99. 288. 650. 864. 374. 152.   1.],[626. 146. 209. 129.  76. 120. 291. 158.  22.   1.],[364. 156. 111.  91.  73.  73.  48.  28.   4.   1.],[ 20.  59. 119. 139. 131. 131.  72.  28.  12.   1.]
174,data/benchmark/db/15/m1583/m1583.off,1583,2521.0,5000.0,0,"[-0.5076999  -0.33538526 -0.17506324  0.3989681  -0.33538526 -0.17506324
  0.3989681  -0.33538526  0.19129793 -0.5076999  -0.33538526  0.19129793
 -0.5076999   0.38784462 -0.17506324  0.3989681   0.38784462 -0.17506324
  0.3989681   0.38784462  0.19129793 -0.5076999   0.38784462  0.19129793]",train,0.04788756622002402,1.5395106939988166,2.474792957305908,1591.118769768908,0.24023379385471344,1.029661855655098,6.648771749333503,[ 98. 125. 108. 113. 101.  51.  42.  20.  13.   1.],[ 18.  53. 259. 445. 581. 365. 210.  45.  39.   1.],[599.  66.  85.  93.  64. 131. 116.  71.  34.   1.],[292. 112.  77.  58.  55.  44.  21.   9.   4.   1.],[ 19.  57. 103.  88.  79.  60.  54.  33.  11.   1.]
175,data/benchmark/db/15/m1511/m1511.off,1511,2697.0,5000.0,0,"[-0.5704774  -0.292974   -0.08018769  0.43657    -0.292974   -0.08018769
  0.43657    -0.292974    0.15579131 -0.5704774  -0.292974    0.15579131
 -0.5704774   0.29166436 -0.08018769  0.43657     0.29166436 -0.08018769
  0.43657     0.29166436  0.15579131 -0.5704774   0.29166436  0.15579131]",,0.014762589366466863,1.9086733059444319,4.267529487609863,31905.80595919086,0.1389346569776535,1.075886400635906,7.987790517050558,[158. 129. 121.  71.  91.  54.  43.  39.  12.   1.],[ 90. 114. 107. 351. 503. 661. 277.  38.  15.   1.],[531. 140. 102.  97. 134. 153. 113.  68.   9.   1.],[270. 154.  81.  78.  39.  50.  25.  16.   6.   1.],[ 19.  74.  95. 112. 108.  72.  39.  15.   5.   1.]
176,data/benchmark/db/15/m1541/m1541.off,1541,2641.0,4999.0,0,"[-0.5559557  -0.23408352 -0.10411562  0.44451398 -0.23408352 -0.10411562
  0.44451398 -0.23408352  0.12502946 -0.5559557  -0.23408352  0.12502946
 -0.5559557   0.22889802 -0.10411562  0.44451398  0.22889802 -0.10411562
  0.44451398  0.22889802  0.12502946 -0.5559557   0.22889802  0.12502946]",car,0.01,2.278702624005226,4.3660969734191895,118321.30672684367,0.10613977164030075,1.0045794651377806,8.66965048292608,[162. 141.  92.  80.  69.  64.  39.  38.  18.   1.],[ 28. 107. 255. 344. 309. 374. 501. 126.  67.   1.],[650. 113. 121. 152.  74.  76.  72.  41.  20.   1.],[246. 157. 109.  77.  48.  31.  16.  10.  10.   1.],[ 40.  47.  91. 118.  98.  77.  37.  17.   3.   1.]
177,data/benchmark/db/15/m1550/m1550.off,1550,2750.0,5000.0,0,"[-0.5286673  -0.22437714 -0.1210944   0.47087127 -0.22437714 -0.1210944
  0.47087127 -0.22437714  0.14103116 -0.5286673  -0.22437714  0.14103116
 -0.5286673   0.22705224 -0.1210944   0.47087127  0.22705224 -0.1210944
  0.47087127  0.22705224  0.14103116 -0.5286673   0.22705224  0.14103116]",car,0.020127104967702567,1.321937593674822,3.8132052421569824,5702.564904856384,0.11827656626701355,0.9999002942204943,9.752389271320824,[128. 147. 108. 100.  90.  63.  49.  36.  12.   1.],[ 54. 195. 186. 332. 358. 361. 236. 310. 167.   1.],[604. 103. 106. 160. 136. 101.  89.  42.  33.   1.],[249. 115. 103.  79.  52.  65.  36.  20.  14.   1.],[ 16.  50.  61. 112.  90.  98.  77.  39.   6.   1.]
178,data/benchmark/db/15/m1500/m1500.off,1500,2514.0,5000.0,0,"[-0.54896605 -0.22890946 -0.13381408  0.45722902 -0.22890946 -0.13381408
  0.45722902 -0.22890946  0.25615725 -0.54896605 -0.22890946  0.25615725
 -0.54896605  0.20877917 -0.13381408  0.45722902  0.20877917 -0.13381408
  0.45722902  0.20877917  0.25615725 -0.54896605  0.20877917  0.25615725]",car,0.048275472844915804,1.5474018769747302,2.580177068710327,1589.8504912737706,0.17174342274665833,1.0491517808753152,10.318922776908702,[121. 138. 103.  90.  82.  65.  39.  19.  13.   1.],[  7.  45. 133. 394. 564. 485. 288.  44.  50.   1.],[656.  76.  87. 119.  79. 105.  88.  40.   6.   1.],[260. 112.  46.  46.  54.  79.  44.  16.  13.   1.],[22. 60. 81. 92. 84. 87. 39. 28.  9.  1.]
179,data/benchmark/db/15/m1546/m1546.off,1546,3032.0,5000.0,0,"[-0.512231   -0.29451084 -0.11622581  0.49555063 -0.29451084 -0.11622581
  0.49555063 -0.29451084  0.14362417 -0.512231   -0.29451084  0.14362417
 -0.512231    0.28367412 -0.11622581  0.49555063  0.28367412 -0.11622581
  0.49555063  0.28367412  0.14362417 -0.512231    0.28367412  0.14362417]",car,0.039779244327504286,3.877490741916565,3.8783211708068848,36841.66516724939,0.15141046047210693,1.1557343828374038,10.137524315724262,[148. 163. 101. 112. 116.  67.  51.  28.  22.   1.],[ 13.  89. 183. 138. 390. 912. 498. 155.  46.   1.],[522. 136. 130. 184. 134. 133. 177.  87.  12.   1.],[304. 137.  70.  54.  51.  57.  62.  50.  23.   1.],[ 23.  56.  88. 111. 105. 100.  77.  44.   2.   1.]
180,data/benchmark/db/15/m1528/m1528.off,1528,2898.0,4999.0,0,"[-0.5270941  -0.1826419  -0.12497176  0.4708739  -0.1826419  -0.12497176
  0.4708739  -0.1826419   0.14771704 -0.5270941  -0.1826419   0.14771704
 -0.5270941   0.18545778 -0.12497176  0.4708739   0.18545778 -0.12497176
  0.4708739   0.18545778  0.14771704 -0.5270941   0.18545778  0.14771704]",car,0.040650588553207134,2.287523877514538,3.6597323417663574,7243.746313679638,0.10017269849777222,1.0003846717437241,8.968025581188407,[147. 147. 126. 108.  81.  69.  52.  32.  10.   1.],[ 67. 265. 248. 382. 492. 344. 177. 218. 124.   1.],[648.  81. 195. 152. 103. 113. 105.  36.  15.   1.],[301. 153.  84.  68.  62.  56.  28.  16.   4.   1.],[ 13.  51.  93. 115. 117. 107.  50.  29.   4.   1.]
181,data/benchmark/db/15/m1553/m1553.off,1553,2940.0,5000.0,0,"[-0.49895912 -0.22021534 -0.15030454  0.50045824 -0.22021534 -0.15030454
  0.50045824 -0.22021534  0.15613869 -0.49895912 -0.22021534  0.15613869
 -0.49895912  0.2512309  -0.15030454  0.50045824  0.2512309  -0.15030454
  0.50045824  0.2512309   0.15613869 -0.49895912  0.2512309   0.15613869]",car,0.0559777691993333,0.8036691386288303,3.2613461017608643,165.6535319759571,0.14438731968402863,1.0204906532065765,9.489948926990827,[145. 196. 112. 126.  82.  70.  33.  14.   5.   1.],[ 61. 183. 344. 227. 353. 417. 315. 246. 205.   1.],[753. 101.  78. 181. 111. 116.  79.  36.  14.   1.],[305. 119.  87.  53.  63.  51.  58.  39.   8.   1.],[ 14.  57.  97. 109. 103.  82.  77.  40.   8.   1.]
182,data/benchmark/db/15/m1538/m1538.off,1538,2510.0,4999.0,0,"[-0.524549   -0.20294383 -0.11465571  0.47404265 -0.20294383 -0.11465571
  0.47404265 -0.20294383  0.16044462 -0.524549   -0.20294383  0.16044462
 -0.524549    0.21353945 -0.11465571  0.47404265  0.21353945 -0.11465571
  0.47404265  0.21353945  0.16044462 -0.524549    0.21353945  0.16044462]",car,0.04226414046223399,1.1830412214724628,3.629918098449707,926.9483800920893,0.11441332846879959,1.0139329172720004,8.822843651208176,[104. 125.  90.  90.  89.  72.  45.  33.  21.   1.],[  3.  13. 153. 317. 589. 500. 160. 179.  93.   1.],[654.  83. 114. 111.  67.  94.  80.  32.  19.   1.],[263.  95.  68.  53.  41.  68.  39.  33.   9.   1.],[23. 54. 77. 78. 76. 71. 60. 41. 21.  1.]
183,data/benchmark/db/15/m1547/m1547.off,1547,2554.0,4998.0,0,"[-0.478274   -0.25787959 -0.1544208   0.53930295 -0.25787959 -0.1544208
  0.53930295 -0.25787959  0.10489112 -0.478274   -0.25787959  0.10489112
 -0.478274    0.33638054 -0.1544208   0.53930295  0.33638054 -0.1544208
  0.53930295  0.33638054  0.10489112 -0.478274    0.33638054  0.10489112]",car,0.08105309520433095,1.0492651522847207,3.924142599105835,175.8395405871977,0.1568073183298111,1.0963495010900746,10.133481463226813,[129. 155.  91.  95.  81.  43.  44.  31.  11.   1.],[132. 136. 162. 233. 367. 441. 364. 165.  42.   1.],[686.  97.  75.  92. 127.  72.  61.  47.  19.   1.],[303. 135.  73.  50.  42.  45.  20.  11.   2.   1.],[ 24.  60.  83. 110.  76.  77.  51.  24.   5.   1.]
184,data/benchmark/db/15/m1526/m1526.off,1526,2533.0,4998.0,0,"[-0.45142213 -0.20639002 -0.12240488  0.5497581  -0.20639002 -0.12240488
  0.5497581  -0.20639002  0.16466244 -0.45142213 -0.20639002  0.16466244
 -0.45142213  0.22255868 -0.12240488  0.5497581   0.22255868 -0.12240488
  0.5497581   0.22255868  0.16466244 -0.45142213  0.22255868  0.16466244]",car,0.050369662128350035,1.2525342814261333,3.487614631652832,774.5167032292245,0.12328247725963593,1.081992715833449,10.780223898264488,[126. 153.  99.  86.  75.  56.  48.  25.   7.   1.],[144. 310. 309. 299. 245. 340. 186. 101.  91.   1.],[669.  92. 105. 103.  53.  99.  76.  47.  21.   1.],[267. 125.  82.  50.  50.  63.  21.  12.   5.   1.],[21. 53. 77. 86. 83. 81. 51. 39. 15.  1.]
185,data/benchmark/db/15/m1518/m1518.off,1518,2616.0,4999.0,0,"[-0.52441126 -0.21829462 -0.13066292  0.47505492 -0.21829462 -0.13066292
  0.47505492 -0.21829462  0.18797514 -0.52441126 -0.21829462  0.18797514
 -0.52441126  0.18340436 -0.13066292  0.47505492  0.18340436 -0.13066292
  0.47505492  0.18340436  0.18797514 -0.52441126  0.18340436  0.18797514]",car,0.035942096945136434,1.4033206146222856,3.1366817951202393,2139.2615845693713,0.1279282569885254,1.013461138091127,10.501602269717312,[129. 150. 106.  95.  72.  62.  41.  31.  11.   1.],[  1.  14. 102. 313. 563. 545. 167. 166. 220.   1.],[721.  86. 118.  68.  62. 120.  77.  33.  22.   1.],[266. 122.  51.  59.  72.  78.  24.  19.   6.   1.],[ 15.  46.  64. 100. 101.  91.  57.  38.  11.   1.]
186,data/benchmark/db/15/m1539/m1539.off,1539,2497.0,5000.0,0,"[-0.39519072 -0.23671229 -0.13500866  0.60500103 -0.23671229 -0.13500866
  0.60500103 -0.23671229  0.14732663 -0.39519072 -0.23671229  0.14732663
 -0.39519072  0.23808412 -0.13500866  0.60500103  0.23808412 -0.13500866
  0.60500103  0.23808412  0.14732663 -0.39519072  0.23808412  0.14732663]",car,0.041043990406360135,1.8383941117032636,3.542567253112793,3688.219045126478,0.13407747447490692,1.028898271924585,10.513148364746245,[126. 126. 100.  79.  76.  69.  40.  32.  17.   1.],[ 16.  64. 276. 351. 329. 565. 208.  61. 126.   1.],[630. 120. 123. 104.  58.  83.  76.  28.  25.   1.],[271. 127.  73.  54.  58.  46.  26.   9.   1.   1.],[  7.  41.  70.  85. 100.  72.  68.  44.  12.   1.]
